id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
454,how did the little grey man feel when dullhead saw him ?,explicit,"dullhead asked him what he was taking so much to heart , and the man answered : ' i do n't know how i am ever to quench this terrible thirst i am suffering from . cold water does n't suit me at all . to be sure i 've emptied a whole barrel of wine , but what is one drop on a hot stone ? ' ' i think i can help you , ' said dullhead . ' come with me , and you shall drink to your heart 's content . ' so he took him to the king 's cellar , and the man sat down before the huge casks and drank and dra",thirsty .,sad .,The little grey man felt he was thirsty .,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.18575057999133596,"[0.3, 0.2222222222222222, 0.125, 0.14285714285714285]",1.0,4.5,9,2,0.14113991930789777,"[0.2, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,4.5,9,2,-0.6824283,-1.4849837
455,who was blamed for not curing the queen ?,explicit,"then the dragon king interviewed the doctor and blamed him for not curing the queen . the doctor was alarmed at rin jin 's evident displeasure , and excused his want of skill by saying that although he knew the right kind of medicine to give the invalid , it was impossible to find it in the sea . "" do you mean to tell me that you ca n't get the medicine here ? "" asked the dragon king . "" it is just as you say ! "" said the doctor . "" tell me what it is you want for the queen ? "" demanded rin jin ",the doctor .,the doctor .,the dragon king,0.4,0.0,0.4,0.4,0.4,0.0,0.4,0.4,0.537284965911771,"[0.5, 0.3333333333333333, 0.5, 1.0]",1.0,1.0,3,3,0.537284965911771,"[0.5, 0.3333333333333333, 0.5, 1.0]",1.0,1.0,3,3,-1.3923371,-1.3923371
456,what did the mother dragon do when the prince succeeded in looking after her mare ?,explicit,"towards evening the mare was returned to him , and when he led her home to the mother dragon she said to him : ' you are a brave youth , and i will make you my body - servant . but what shall i give you as a reward to begin with ? ' the prince begged for a foal of the mare , which the mother dragon at once gave him , and over and above , a cloak made of gold , for she had fallen in love with him because he had praised her beauty .",asked the prince what reward he wanted .,she made him her body - servant .,The mother dragon praised her beauty .,0.15384615384615383,0.0,0.15384615384615383,0.15384615384615383,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16102307266026747,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",0.8668778997501817,0.875,7,8,0.17820132316770915,"[0.375, 0.14285714285714285, 0.16666666666666666, 0.2]",0.8668778997501817,0.875,7,8,-1.0289419,-1.3324192
457,why did the woman have but little to bite and less to burn ?,explicit,"once upon a time there was a poor woman , who lived in a wretched hut far away from the village . she had but little to bite and less to burn , so she sent her little boy to the forest to gather wood . he skipped and leaped , and leaped and skipped , in order to keep warm , for it was a cold , gray autumn day , and whenever he had gathered a root or a branch to add to his bundle , he had to slap his arms against his shoulders , for the cold made his hands as red as the whortleberry bushes over w",she was a poor woman .,she was a poor woman .,The woman lived in a wretched hut far away from the village,0.23529411764705882,0.0,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.0,0.11764705882352941,0.11764705882352941,0.11498759556447223,"[0.23076923076923078, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,2.0,12,6,0.11498759556447223,"[0.23076923076923078, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,2.0,12,6,-0.6184265,-0.6184265
458,what animals did the couple own ?,explicit,"there was once an old man and his wife , who lived in a dear little cottage by the side of a burn . they were a very canty and contented couple , for they had enough to live on , and enough to do . indeed , they considered themselves quite rich , for , besides their cottage and their garden , they possessed two sleek cows , five hens and a cock , an old cat , and two kittens . the old man spent his time looking after the cows , and the hens , and the garden ; while the old woman kept herself bus","two sleek cows , five hens and a cock , an old cat , and two kittens .","two sleek cows , five hens and a cock , and old cat and two kittens .",cows,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,4.139937718785167e-08,"[1.0, 1.0, 1.0, 1.0]",4.139937718785167e-08,0.05555555555555555,1,18,1.1253517471925912e-07,"[1.0, 1.0, 1.0, 1.0]",1.1253517471925912e-07,0.058823529411764705,1,17,-2.0208979,-2.0321853
459,what did the old woman do after the widowed mistress made a promise to her ?,explicit,""" madam , "" she said , with a sob in her voice , "" i bid you welcome to the house of kittlerumpit , although you find its mistress one of the most unfortunate women in the world . "" "" hout - tout , "" answered the old lady , in such a harsh voice that the young woman started , and grasped her baby tighter in her arms . "" ye have little need to say that . ye have lost your husband , i grant ye , but there were waur losses at shirra - muir . and now your pig is like to die -- i could , maybe , reme",walked straight into the pig - sty .,walked straight into the pig - sty .,The old woman walked into the pig - sty .,0.7142857142857143,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5,0.7142857142857143,0.7142857142857143,0.5900468726392808,"[0.7272727272727273, 0.6, 0.5555555555555556, 0.5]",1.0,1.25,10,8,0.5900468726392808,"[0.7272727272727273, 0.6, 0.5555555555555556, 0.5]",1.0,1.25,10,8,0.0012439936,0.0012439936
460,where was a certain cottager on his way to ?,explicit,"once upon a time there was a big wedding at a certain farmstead , and a certain cottager was on his way to the wedding - feast . as he chanced to cross a field , he found a milk - strainer , such as are usually made of cows ' tails , and looking just like an old brown rag . he picked it up , for he thought it could be washed , and then he would give it to his wife for a dish - rag . but when he came to the house where they were celebrating the wedding , it seemed as though no one saw him . the b",the wedding - feast .,to the wedding - feast .,A certain cottager was on his way to the wedding - feast,0.42857142857142855,0.33333333333333337,0.42857142857142855,0.42857142857142855,0.5333333333333333,0.4615384615384615,0.5333333333333333,0.5333333333333333,0.2891784933232571,"[0.38461538461538464, 0.3333333333333333, 0.2727272727272727, 0.2]",1.0,2.4,12,5,0.38058030016749456,"[0.46153846153846156, 0.4166666666666667, 0.36363636363636365, 0.3]",1.0,2.0,12,6,-0.60277593,-0.45631588
461,how did the monkey feel when he heard about the palace ?,explicit,""" is it so beautiful as all that ? "" asked the monkey in astonishment . then the jelly fish saw his chance , and went on describing to the best of his ability the beauty and grandeur of the sea king 's palace , and the wonders of the garden with its curious trees of white , pink and red coral , and the still more curious fruits like great jewels hanging on the branches . the monkey grew more and more interested , and as he listened he came down the tree step by step so as not to lose a word of t",astonished .,astonishment .,The monkey was excited about the palace .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,-1.1086056,-1.1973674
462,why did the demon chief tell the old man to go away at once ?,explicit,"the oni were very dissatisfied at this exhibition , and said amongst themselves : "" how badly he dances to - day ! "" then to the old man the demon chief said : "" your performance to - day is quite different from the dance of yesterday . we do n't wish to see any more of such dancing . we will give you back the pledge you left with us . you must go away at once . """,they did n't wish to see any more of such dancing .,he did not wish to see any more of such dancing .,The demon chief told the old man to go away at once .,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,0.10571070857151538,"[0.21428571428571427, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,1.0833333333333333,13,12,0.10571070857151538,"[0.21428571428571427, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,1.0833333333333333,13,12,-1.2546133,-1.0655254
463,why might it be dangerous for the man to dance in front of the demons ?,explicit,"now the old man had been fond of dancing all his life , and was quite an expert in the art , and he knew that he could do much better than the demon . "" shall i go and dance before these demons and let them see what a human being can do ? it may be dangerous , for if i do n't please them they may kill me ! "" said the old fellow to himself .",if he did n't please them they may kill him .,if he does not please them they may kill him .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09600096733558854,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.43459820850707814,0.5454545454545454,6,11,0.09600096733558854,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.43459820850707814,0.5454545454545454,6,11,-1.4256558,-1.2576654
464,why did the boy keep the four-shilling piece ?,explicit,""" yes , and i 'm sure it is because you have the jacket , poor fellow ! "" said the boy . but when he looked more closely , there was a chest full of bright silver coins under the stone . "" that must be stolen money , "" thought the boy , "" for no one lays money honestly earned under stones in the wood . "" and he took the chest , and carried it down to the pond nearby , and threw in the whole pile of money . but a four - shilling piece was left swimming on the top of the water . "" well , this one ",it was honest .,because it was honest .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.5,6,4,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,-0.72942364,-0.8723525
465,what happened because the merchant did not want to give all the money to the boy ?,explicit,"now when the merchant was out at sea again , he considered how much the boy had gained with the four - shilling piece he had given him . "" well , he shall have some of the money , "" said the merchant to himself , "" but not all of it . for he has to thank me for the cat , which i bought for him , and charity begins at home . "" but while the merchant was thinking these thoughts , such a storm and tempest arose that all thought the ship would sink . then the merchant realized that there was nothing",such a storm and tempest arose that all the thought the ship would sink .,a storm and tempest arose that all thought the ship would sink .,The merchant realized that there was nothing left for him to do but to promise that the boy should have all the money,0.2162162162162162,0.05714285714285715,0.16216216216216214,0.16216216216216214,0.1714285714285714,0.0,0.1714285714285714,0.1714285714285714,0.07913247271422609,"[0.20833333333333334, 0.08695652173913043, 0.045454545454545456, 0.047619047619047616]",1.0,1.5333333333333334,23,15,0.06293173924458136,"[0.16666666666666666, 0.043478260869565216, 0.045454545454545456, 0.047619047619047616]",1.0,1.7692307692307692,23,13,-1.5285413,-1.5777981
466,what will the gentleman do after he angers the old woman ?,explicit,"' sir , ' she said , ' i know all that has happened to you , and how you are seeking if in any wise you can save your life . but there is none that can answer that question save only i myself , if you will promise to do all i ask . ' at her words the prisoner felt as if a load had all at once been rolled off him . ' oh , save me , and i will do anything ! ' he cried . ' it is so hard to leave the world and go out into the darkness . ' ' you will not need to do that , ' answered the old woman , '",begin to run as fast as he can after the old crone .,began to run as fast as he could after the old crone .,fly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16664614247128e-06,"[0.5, 1.0, 1.0, 1.0]",6.14421235332821e-06,0.07692307692307693,1,13,5.16664614247128e-06,"[0.5, 1.0, 1.0, 1.0]",6.14421235332821e-06,0.07692307692307693,1,13,-1.4424148,-1.4833814
467,how did the princess feel in her new home ?,explicit,"in a few days she heard that a great hunt was planned , and the prince would leave the palace very early in the morning , so that his wife would be alone all day . this was a chance not to be missed , and taking her daughter with her she went up to the palace , where she had never been before . the princess was too happy in her new home to remember all that she had suffered in the old one , and she welcomed them both gladly , and gave them quantities of beautiful things to take back with them . ",happy .,too happy .,The princess was too happy in her new home .,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.3636363636363636,0.2222222222222222,0.3636363636363636,0.3636363636363636,0.13950796967929133,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",1.0,5.0,10,2,0.17827531042796255,"[0.36363636363636365, 0.2, 0.1111111111111111, 0.125]",1.0,3.3333333333333335,10,3,-0.9727192,-0.48697352
468,what happened because the maiden stayed too long beyond the half-hour ?,explicit,"the king danced again with the beautiful maiden , and thought she had never looked so beautiful . and while he was dancing , he put a gold ring on her finger without her seeing it , and he commanded that the dance should last longer than usual . when it was finished he wanted to keep her hands in his , but she broke from him , and sprang so quickly away among the people that she vanished from his sight . she ran as fast as she could to her little room under the stairs , but because she had staye",she could not stop to take off the beautiful dress .,could not stop to take off the beautiful dress .,None of the above choices .,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.10624253482403696,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.43459820850707814,0.5454545454545454,6,11,0.1255107248036171,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.513417119032592,0.6,6,10,-1.4825053,-1.4328384
469,why did shiwozuchino say the happy hunter would never find the hook ?,explicit,""" you are hohodemi , the augustness , sometimes called the happy hunter , are you not ? "" asked the old man . "" what are you doing alone in such a place ? "" "" yes , i am he , "" answered the unhappy young man . "" unfortunately , while fishing i lost my brother 's precious fishing hook . i have hunted this shore all over , but alas ! i can not find it , and i am very troubled , for my brother wo n't forgive me till i restore it to him . but who are you ? "" "" my name is shiwozuchino okina , and i l",it is either at the bottom of the sea of in the body of some fish who has swallowed it .,it is either at the bottom of the sea or in the body of some fish .,None of the above choices .,0.16000000000000003,0.08695652173913043,0.16000000000000003,0.16000000000000003,0.19047619047619047,0.10526315789473685,0.19047619047619047,0.19047619047619047,0.025642860542324165,"[0.5714285714285714, 0.3333333333333333, 0.2, 0.25]",0.0820849986238988,0.2857142857142857,6,21,0.04994547238830256,"[0.5714285714285714, 0.3333333333333333, 0.2, 0.25]",0.15987974607969396,0.35294117647058826,6,17,-1.6280795,-1.512783
470,what did the king see when he saw the many-furred creature ?,explicit,"the many - furred creature now ran into the kitchen , cooked the king 's bread - soup , and when the cook had gone , she laid the gold reel in the dish . when the king found the reel at the bottom , he had the many - furred creature brought to him , and then he saw the white finger , and the ring which he had put on her hand in the dance . then he took her hand and held her tightly , and as she was trying to get away , she undid the fur - cloak a little bit and the star - dress shone out . the k",the white finger .,he saw the white finger .,white finger,0.8,0.6666666666666666,0.8,0.8,0.5714285714285715,0.4,0.5714285714285715,0.5714285714285715,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.1353352832366127,"[1.0, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,2,6,0.34607616,-0.35787985
471,what did the prince need to do for the mother dragon ?,explicit,"the prince answered at once , ' i have heard so much of your beauty and kindness , that i would very much like to enter your service . ' ' very well , ' said the mother dragon ; ' but if you wish to enter my service , you must first lead my mare out to the meadow and look after her for three days ; but if you do n't bring her home safely every evening , we will eat you up . ' the prince undertook the task and led the mare out to the meadow .",lead the mother dragon 's mare out to the meadow and look after her for three days .,lead its mare out to the meadow and look after her for three days .,lead the mare out to the meadow,0.5833333333333334,0.45454545454545453,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.42105263157894735,0.5714285714285714,0.5714285714285714,0.1589701350379874,"[1.0, 0.8571428571428571, 0.6666666666666666, 0.6]",0.20774818714360088,0.3888888888888889,7,18,0.22550098924863593,"[0.875, 0.7142857142857143, 0.6666666666666666, 0.6]",0.31890655732397044,0.4666666666666667,7,15,-0.867743,-0.59091663
472,what did snorro collect on the hillsides ?,explicit,"and he would not attend to the country people who came to seek his help , unless they bowed themselves humbly before him and spoke to him as if he were a king . i say that the country people sought his help , for he spent his time , or appeared to spend it , in collecting herbs and simples on the hillsides , which he carried home with him to his dark abode , and distilled medicines and potions from them , which he sold to his neighbours at wondrous high prices . he was also the possessor of a wo",herbs and simple .,collecting herbs an simples on the hillsides .,herbs and simples,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.4,0.0,0.4,0.4,0.5066641486392105,"[0.75, 0.6666666666666666, 0.5, 1.0]",0.7165313105737893,0.75,3,4,0.11230610537242834,"[0.75, 0.3333333333333333, 0.5, 1.0]",0.18887560283756186,0.375,3,8,0.56814575,-1.0376837
473,why didn't ian mind what befell on him ?,explicit,"then ian was killed a second time , and after the rest of the robbers had eaten , they lay down and slept till morning . no sooner were their faces touched with the sun 's rays than they were up and off . then the deer entered and dropped the healing wax on the dead man , and he was as well as ever . by this time he did not mind what befell him , so sure was he that the deer would take care of him , and in the evening that which had happened before happened again -- the four robbers were put to ",sure was he that the deer would take care of him .,so sure was he that the deer would take care of him .,None of the above choices .,0.25000000000000006,0.0,0.12500000000000003,0.12500000000000003,0.23529411764705882,0.0,0.11764705882352941,0.11764705882352941,0.09663861439684919,"[0.5714285714285714, 0.16666666666666666, 0.2, 0.25]",0.36787944117144233,0.5,6,12,0.08180282100568384,"[0.5714285714285714, 0.16666666666666666, 0.2, 0.25]",0.31140322391459774,0.46153846153846156,6,13,-1.5042603,-1.5395452
474,why didn't matte understand what the young men said ?,explicit,"maie was silent . this question so struck her to the heart that she could not reply . ' we have no cow , ' matte answered ; ' but we have good smoked herring , and can cook them in a couple of hours . ' ' all right , then , that will do , ' said the students , as they flung themselves down on the rock , while fifty silvery - white herring were turning on the spit in front of the fire . ' what 's the name of this little stone in the middle of the ocean ? ' asked one of them . ' ahtola , ' answere",he had never read kalevala and knew nothing of the sea gods of old .,he had never read kalevala .,kalevala,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,8.315287191035679e-07,"[1.0, 1.0, 1.0, 1.0]",8.315287191035679e-07,0.06666666666666667,1,15,0.006737946999085467,"[1.0, 1.0, 1.0, 1.0]",0.006737946999085467,0.16666666666666666,1,6,-2.221558,-1.3602248
475,why did the king ask the girl to marry him ?,explicit,"' one day , shortly after the death of the queen , ' continued the young man , ' your highness was hunting , and outstripped all your attendants while chasing the deer . you were in a part of the country which you did not know , so seeing an orchard all pink and white with apple - blossoms , and a girl tossing a ball in one corner , you went up to her to ask your way . but when she turned to answer you , you were so struck with her beauty that all else fled from your mind . again and again you r",he was so struck with her beauty .,he was so struck with her beauty .,she was a poor knight,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,-1.1900809,-1.1900809
476,how will molo save rose-red ?,explicit,"then she called him in and gave him wine to drink from a jade goblet and said : "" i am of good family and have come here from far away . force alone has made me a slave in this palace . i long to leave it . for though i have jasper chop - sticks with which to eat , and drink my wine from golden flagons , though silk and satin rustle around me and jewels of every kind are at my disposal , all these are but so many chains and fetters to hold me here . dear molo , you are endowed with magic powers ","take his master and rose - red upon his back , and fly away with them over the steep walls .","he took his master and rose - red upon his back , and flew away with them over the steep walls .",molo will save rose-red,0.1739130434782609,0.09523809523809523,0.1739130434782609,0.1739130434782609,0.16666666666666666,0.0909090909090909,0.16666666666666666,0.16666666666666666,0.004309760539479251,"[0.2, 0.25, 0.3333333333333333, 0.5]",0.014264233908999256,0.19047619047619047,4,21,0.0033564448829966806,"[0.2, 0.25, 0.3333333333333333, 0.5]",0.011108996538242306,0.18181818181818182,4,22,-1.08529,-1.1456047
477,who will the youth see if he keeps along the shore ?,explicit,"then the son found he had forgotten his handkerchief , and went down to the boat to get it . but no sooner was he in the boat than it moved off with a rush , and no matter how hard the youth worked against it with the oars , it was all in vain . the boat drove on and on , all night long , and at last he came to a white strand , far , far away . he stepped ashore , and after he had gone a while he met an old man with a great , white beard . "" what is this country called ? "" asked the youth . "" wh",three princesses .,three princesses .,the youth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38753858253732953,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.38753858253732953,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,-1.4949065,-1.4949065
478,how did the doctor feel when he was blamed by the king ?,explicit,"then the dragon king interviewed the doctor and blamed him for not curing the queen . the doctor was alarmed at rin jin 's evident displeasure , and excused his want of skill by saying that although he knew the right kind of medicine to give the invalid , it was impossible to find it in the sea . "" do you mean to tell me that you ca n't get the medicine here ? "" asked the dragon king . "" it is just as you say ! "" said the doctor . "" tell me what it is you want for the queen ? "" demanded rin jin ",alarmed .,alarmed .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,-1.2761481,-1.2761481
479,what did the wicked fairy do to the princess ?,explicit,"' the king of granada is my father , and i was born in the palace which overlooks the plain of the vega . i was only a few months old when a wicked fairy , who had a spite against my parents , cast a spell over me , bending my back and wrinkling my skin till i looked as if i was a hundred years old , and making me such an object of disgust to everyone , that at length the king ordered my nurse to take my away from the palace . she was the only person who cared about me , and we lived together in",casted a spell over her .,cast a spell over her .,The wicked fairy cast a spell over the princess .,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5,0.5714285714285714,0.5714285714285714,0.24808415001701817,"[0.45454545454545453, 0.3, 0.2222222222222222, 0.125]",1.0,1.6666666666666667,10,6,0.3672056269893592,"[0.5454545454545454, 0.4, 0.3333333333333333, 0.25]",1.0,1.6666666666666667,10,6,-0.5012499,-0.46548295
480,who did the king command to weave the three dresses ?,explicit,"besides these , i want a cloak made of a thousand different kinds of skin ; every animal in your kingdom must give a bit of his skin to it . ' but she thought to herself , ' this will be quite impossible , and i shall not have to marry someone i do not care for . ' the king , however , was not to be turned from his purpose , and he commanded the most skilled maidens in his kingdom to weave the three dresses , one as golden as the sun , and one as silver as the moon , and one as shining as the st",the most skilled maidens .,the most skilled maidens in his kingdom .,the maidens,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.4444444444444445,0.0,0.4444444444444445,0.4444444444444445,0.18762935180380186,"[1.0, 0.5, 1.0, 1.0]",0.22313016014842982,0.4,2,5,0.04186576731652839,"[1.0, 0.5, 1.0, 1.0]",0.049787068367863944,0.25,2,8,-0.573934,-0.8889899
481,what happened when the dance ended ?,explicit,"but when the dance was ended , she disappeared again so quickly that the king could not see which way she went . she ran to her little room and changed herself once more into the many - furred creature , and went into the kitchen to cook the bread - soup . when the cook was upstairs , she fetched the golden spinning - wheel and put it in the dish so that the soup was poured over it . it was brought to the king , who ate it , and liked it as much as the last time . he had the cook sent to him , a",the maiden disappeared again so quickly that the king could not see which way she went .,she disappeared again so quickly .,She disappeared again,0.3157894736842105,0.11764705882352941,0.21052631578947367,0.21052631578947367,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.7499999999999999,0.006649322847474138,"[0.75, 0.6666666666666666, 0.5, 1.0]",0.009403562551495213,0.17647058823529413,3,17,0.2601300475114444,"[0.75, 0.6666666666666666, 0.5, 1.0]",0.36787944117144233,0.5,3,6,-0.7580348,0.48394746
482,what did the gentleman give to the king to prove he was the king's son ?,explicit,"' by and bye i was born , and was brought up by my grandfather in one of his great houses . here are the rings you gave to my mother , and here is the cross , and these will prove if i am your son or not . ' as he spoke the young man laid the jewels at the feet of the king , and the nobles and the judges pressed round to examine them . the king alone did not move from his seat , for he had forgotten the hall of justice and all about him , and saw only the apple - orchard , as it was twenty years",the rings and the cross .,the jewels .,the cross,0.5714285714285715,0.4,0.5714285714285715,0.5714285714285715,0.5,0.0,0.5,0.5,0.1353352832366127,"[1.0, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,2,6,0.4608636396914616,"[0.6666666666666666, 0.5, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,-0.7782924,-1.4571874
483,what did paul want to do after lady morna accepted his proposal ?,explicit,"she agreed willingly . hiding her rosy face on his shoulder , she confessed that she had loved him from the very first day that she had seen him ; and ever since that moment she had determined that , if she could not we d him , she would we d no other man . for a little time they sat together , rejoicing in their new - found happiness . then earl paul sprang to his feet . "" let us go and tell the good news to my mother and my brother , "" he said . "" harold may be disappointed at first , for i kn",tell the good news to his mother and his brother .,tell the good news to his mother and brother .,paul wanted to see harold .,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.10624253482403696,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.43459820850707814,0.5454545454545454,6,11,0.1255107248036171,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.513417119032592,0.6,6,10,-0.93115354,-0.9117624
484,where did the bannock escape to ?,explicit,"while they were toasting , her husband came in from the byre , and sat down to take a rest in his great arm - chair . presently his eyes fell on the bannocks , and , as they looked very good , he broke one through the middle and began to eat it . when the other bannock saw this it determined that it should not have the same fate , so it ran across the kitchen and out of the door as fast as it could . and when the old woman saw it disappearing , she ran after it as fast as her legs would carry he",a large newly thatched cottage .,a large newly thatched cottage .,the hill behind the house,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18796001821050234,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.18796001821050234,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,-0.8710248,-0.8710248
485,why didn't the gentleman's companions dared to speak to him ?,explicit,"the young man raised his head as if to reply , but the king would not listen , and commanded his guards to put him under arrest , adding , however , that if the prisoner wished to visit any part of the city , he was at liberty to do so properly guarded , and in fifteen days he would be brought to trial before the highest judges in the land . the young man left the king 's presence , surrounded by soldiers , and accompanied by many of his friends , for he was a great favourite . by their advice h","he wandered on hardly knowing where he went , and his face was so white and desperate .",his face was so white and desperate .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02989501072722226,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.1353352832366127,0.3333333333333333,6,18,0.15827883685397307,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,-1.3970977,-1.2858921
486,where could john nicholas see the trolls ?,explicit,"but the latter , who suspected where all this wealth had come from , did not wish to be any poorer than andrew . he knew that trolls and goblins walk mainly on christmas eve , and for that reason he sailed out to the sand banks at that time . and on christmas eve he did see a light or fire , but it seemed to be like will - o'-the - wisps fluttering about . when he came nearer he heard splashes , horrible howls , and cold , piercing cries , and there was a smell of slime and sea - weed , as at eb",the hut .,on the shore .,on the shore,0.4,0.0,0.4,0.4,1.0,1.0,1.0,1.0,0.537284965911771,"[0.5, 0.3333333333333333, 0.5, 1.0]",1.0,1.0,3,3,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,-1.2383595,0.8232002
487,why did the girl agree to marry the king ?,explicit,"' one day , shortly after the death of the queen , ' continued the young man , ' your highness was hunting , and outstripped all your attendants while chasing the deer . you were in a part of the country which you did not know , so seeing an orchard all pink and white with apple - blossoms , and a girl tossing a ball in one corner , you went up to her to ask your way . but when she turned to answer you , you were so struck with her beauty that all else fled from your mind . again and again you r",she only thought he was a poor knight .,the marriage should be kept secret .,she was a poor knight,0.7692307692307693,0.5454545454545454,0.7692307692307693,0.7692307692307693,0.0,0.0,0.0,0.0,0.3573381727496468,"[1.0, 0.8, 0.75, 0.6666666666666666]",0.4493289641172217,0.5555555555555556,5,9,0.15388864725803575,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,-0.63536954,-1.1227455
